scenario,phase,frame,spot,goal,elapsed_min,step1,step2,arrive_min,crowd_lo,crowd_hi,changing_goal
Two destination changes,3,386,Winter Herb Hut,Winter Herb Hut,126.0,Golden Chestnut Studio,Little Canglang Lodge,7,15.92,23.09,0
Two destination changes,3,386,Winter Herb Hut,Winter Herb Hut,126.0,Golden Chestnut Studio,Stone Qin Room,7,15.92,23.09,0
Two destination changes,3,386,Winter Herb Hut,Winter Herb Hut,126.0,Golden Chestnut Studio,Phoenix Paulownia,7,15.92,23.09,0
Two destination changes,3,387,Winter Herb Hut,Winter Herb Hut,126.2,Golden Chestnut Studio,Little Canglang Lodge,7,15.92,23.09,0
Two destination changes,3,387,Winter Herb Hut,Winter Herb Hut,126.2,Golden Chestnut Studio,Stone Qin Room,7,15.92,23.09,0
Two destination changes,3,387,Winter Herb Hut,Winter Herb Hut,126.2,Golden Chestnut Studio,Phoenix Paulownia,7,15.92,23.09,0
Two destination changes,3,388,Winter Herb Hut,Winter Herb Hut,126.4,Golden Chestnut Studio,Little Canglang Lodge,7,15.92,23.09,0
Two destination changes,3,388,Winter Herb Hut,Winter Herb Hut,126.4,Golden Chestnut Studio,Stone Qin Room,7,15.92,23.09,0
Two destination changes,3,388,Winter Herb Hut,Winter Herb Hut,126.4,Golden Chestnut Studio,Phoenix Paulownia,7,15.92,23.09,0
Two destination changes,3,389,Winter Herb Hut,Winter Herb Hut,126.6,Golden Chestnut Studio,Little Canglang Lodge,7,15.92,23.09,0
Two destination changes,3,389,Winter Herb Hut,Winter Herb Hut,126.6,Golden Chestnut Studio,Stone Qin Room,7,15.92,23.09,0
Two destination changes,3,389,Winter Herb Hut,Winter Herb Hut,126.6,Golden Chestnut Studio,Phoenix Paulownia,7,15.92,23.09,0
Two destination changes,3,390,Winter Herb Hut,Winter Herb Hut,126.8,Golden Chestnut Studio,Little Canglang Lodge,7,15.92,23.09,0
Two destination changes,3,390,Winter Herb Hut,Winter Herb Hut,126.8,Golden Chestnut Studio,Stone Qin Room,7,15.92,23.09,0
Two destination changes,3,390,Winter Herb Hut,Winter Herb Hut,126.8,Golden Chestnut Studio,Phoenix Paulownia,7,15.92,23.09,0
Two destination changes,3,391,Winter Herb Hut,Winter Herb Hut,127.0,Golden Chestnut Studio,Little Canglang Lodge,7,15.92,23.09,0
Two destination changes,3,391,Winter Herb Hut,Winter Herb Hut,127.0,Golden Chestnut Studio,Stone Qin Room,7,15.92,23.09,0
Two destination changes,3,391,Winter Herb Hut,Winter Herb Hut,127.0,Golden Chestnut Studio,Phoenix Paulownia,7,15.92,23.09,0
Two destination changes,3,392,Winter Herb Hut,Winter Herb Hut,127.2,Golden Chestnut Studio,Little Canglang Lodge,7,15.92,23.09,0
Two destination changes,3,392,Winter Herb Hut,Winter Herb Hut,127.2,Golden Chestnut Studio,Stone Qin Room,7,15.92,23.09,0
Two destination changes,3,392,Winter Herb Hut,Winter Herb Hut,127.2,Golden Chestnut Studio,Phoenix Paulownia,7,15.92,23.09,0
Two destination changes,3,393,Winter Herb Hut,Winter Herb Hut,127.4,Golden Chestnut Studio,Little Canglang Lodge,7,15.92,23.09,0
Two destination changes,3,393,Winter Herb Hut,Winter Herb Hut,127.4,Golden Chestnut Studio,Stone Qin Room,7,15.92,23.09,0
Two destination changes,3,393,Winter Herb Hut,Winter Herb Hut,127.4,Golden Chestnut Studio,Phoenix Paulownia,7,15.92,23.09,0
Two destination changes,3,394,Winter Herb Hut,Winter Herb Hut,127.6,Golden Chestnut Studio,Little Canglang Lodge,7,15.92,23.09,0
Two destination changes,3,394,Winter Herb Hut,Winter Herb Hut,127.6,Golden Chestnut Studio,Stone Qin Room,7,15.92,23.09,0
Two destination changes,3,394,Winter Herb Hut,Winter Herb Hut,127.6,Golden Chestnut Studio,Phoenix Paulownia,7,15.92,23.09,0
Two destination changes,3,395,Winter Herb Hut,Winter Herb Hut,127.8,Golden Chestnut Studio,Little Canglang Lodge,7,15.92,23.09,0
Two destination changes,3,395,Winter Herb Hut,Winter Herb Hut,127.8,Golden Chestnut Studio,Stone Qin Room,7,15.92,23.09,0
Two destination changes,3,395,Winter Herb Hut,Winter Herb Hut,127.8,Golden Chestnut Studio,Phoenix Paulownia,7,15.92,23.09,0
Two destination changes,3,396,Winter Herb Hut,Winter Herb Hut,128.0,Golden Chestnut Studio,Little Canglang Lodge,7,15.92,23.09,0
Two destination changes,3,396,Winter Herb Hut,Winter Herb Hut,128.0,Golden Chestnut Studio,Stone Qin Room,7,15.92,23.09,0
Two destination changes,3,396,Winter Herb Hut,Winter Herb Hut,128.0,Golden Chestnut Studio,Phoenix Paulownia,7,15.92,23.09,0
Two destination changes,3,397,Winter Herb Hut,Winter Herb Hut,128.2,Golden Chestnut Studio,Little Canglang Lodge,7,15.92,23.09,0
Two destination changes,3,397,Winter Herb Hut,Winter Herb Hut,128.2,Golden Chestnut Studio,Stone Qin Room,7,15.92,23.09,0
Two destination changes,3,397,Winter Herb Hut,Winter Herb Hut,128.2,Golden Chestnut Studio,Phoenix Paulownia,7,15.92,23.09,0
Two destination changes,3,398,Winter Herb Hut,Winter Herb Hut,128.4,Golden Chestnut Studio,Little Canglang Lodge,7,15.92,23.09,0
Two destination changes,3,398,Winter Herb Hut,Winter Herb Hut,128.4,Golden Chestnut Studio,Stone Qin Room,7,15.92,23.09,0
Two destination changes,3,398,Winter Herb Hut,Winter Herb Hut,128.4,Golden Chestnut Studio,Phoenix Paulownia,7,15.92,23.09,0
Two destination changes,3,399,Winter Herb Hut,Winter Herb Hut,128.6,Golden Chestnut Studio,Little Canglang Lodge,7,15.92,23.09,0
Two destination changes,3,399,Winter Herb Hut,Winter Herb Hut,128.6,Golden Chestnut Studio,Stone Qin Room,7,15.92,23.09,0
Two destination changes,3,399,Winter Herb Hut,Winter Herb Hut,128.6,Golden Chestnut Studio,Phoenix Paulownia,7,15.92,23.09,0
Two destination changes,3,400,Winter Herb Hut,Winter Herb Hut,128.8,Golden Chestnut Studio,Little Canglang Lodge,7,15.92,23.09,0
Two destination changes,3,400,Winter Herb Hut,Winter Herb Hut,128.8,Golden Chestnut Studio,Stone Qin Room,7,15.92,23.09,0
Two destination changes,3,400,Winter Herb Hut,Winter Herb Hut,128.8,Golden Chestnut Studio,Phoenix Paulownia,7,15.92,23.09,0
