排名,当前景点编号,当前景点名称,第一步景点编号,第一步景点名称,第二步景点编号,第二步景点名称,路径长度L,路径耗能C,路径时间T,路径移步异景分Q,参观景点数H,路径未来人数N,路径拥堵代价P,综合代价J,含主线偏好代价JR,与主线路重合度R,第一步到达分钟,第一步估计人数N̂,第一步保守人数N̄,第一步拥堵惩罚P,第二步到达分钟,第二步估计人数N̂,第二步保守人数N̄,第二步拥堵惩罚P,第一段道路序号r,第二段道路序号r,第一段道路移步异景分,第二段道路移步异景分
7,21,碧梧台,14,拜石轩,9,湛露堂,1256.67,13.21,21.5,0.96,1,38.514,0.0,0.310783,0.350783,0.2,7,13.742,25.096,0.0,22,3.797,13.417,0.0,1,1,1.1772,0.4961
8,21,碧梧台,14,拜石轩,18,螺髻亭,1417.05,15.92,22.5,1.027,1,32.298,0.0,0.331991,0.365325,0.3333,7,13.742,25.096,0.0,23,3.482,7.202,0.0,1,1,1.1772,0.7979
9,21,碧梧台,14,拜石轩,13,坡仙琴馆,1300.23,14.88,20.5,0.9838,1,36.43,0.0,0.330886,0.370886,0.2,7,13.742,25.096,0.0,21,4.719,11.334,0.0,1,1,1.1772,0.6114
10,21,碧梧台,14,拜石轩,5,金粟亭,1554.56,15.77,23.5,0.9335,1,33.38,0.0,0.379733,0.413066,0.3333,7,13.742,25.096,0.0,24,1.965,8.284,0.0,1,1,1.1772,0.6351
11,21,碧梧台,20,藕香深处,18,螺髻亭,963.61,11.33,18.0,1.057,1,37.814,2.048,0.469297,0.509297,0.2,4,22.559,30.351,2.048,18,3.743,7.464,0.0,1,1,1.044,1.0692
12,21,碧梧台,20,藕香深处,19,岁寒草庐,891.43,9.69,17.0,0.8583,1,40.774,2.048,0.484028,0.529483,0.0909,4,22.559,30.351,2.048,17,4.472,10.424,0.0,1,1,1.044,0.6541
13,21,碧梧台,20,藕香深处,17,小沧浪馆,956.64,10.69,18.0,0.922,1,39.594,2.048,0.494474,0.539929,0.0909,4,22.559,30.351,2.048,18,3.76,9.243,0.0,1,1,1.044,0.8057
14,21,碧梧台,20,藕香深处,22,园门茶寮,1318.22,14.5,24.0,1.0861,1,37.388,2.048,0.58737,0.62737,0.2,4,22.559,30.351,2.048,24,2.923,7.037,0.0,1,1,1.044,1.1093
1,22,园门茶寮,21,碧梧台,18,螺髻亭,677.61,9.58,17.0,0.9124,1,20.372,0.0,0.017279,0.050613,0.3333,7,6.928,12.943,0.0,17,3.709,7.429,0.0,1,1,0.8603,0.9846
2,22,园门茶寮,21,碧梧台,20,藕香深处,860.64,10.44,18.0,0.96,1,27.098,0.0,0.196793,0.236793,0.2,7,6.928,12.943,0.0,18,6.363,14.155,0.0,1,1,0.8603,1.044
3,22,园门茶寮,20,藕香深处,18,螺髻亭,1347.95,16.23,25.0,1.0945,1,21.922,0.0,0.206412,0.246412,0.2,11,6.926,14.718,0.0,25,3.484,7.204,0.0,1,1,1.1093,1.0692
4,22,园门茶寮,19,岁寒草庐,15,锄月轩,1821.08,19.74,37.0,1.2046,1,19.611,0.0,0.247729,0.293183,0.0909,17,4.472,10.424,0.0,37,3.233,9.187,0.0,1,1,1.5305,0.5805
5,22,园门茶寮,20,藕香深处,21,碧梧台,1318.22,14.5,24.0,1.0861,1,25.508,0.0,0.257522,0.297522,0.2,11,6.926,14.718,0.0,24,4.775,10.79,0.0,1,1,1.1093,1.044
6,22,园门茶寮,19,岁寒草庐,16,金栗斋,1805.6,19.05,32.0,1.2819,1,21.357,0.0,0.255251,0.300705,0.0909,17,4.472,10.424,0.0,32,3.643,10.933,0.0,1,2,1.5305,0.794
7,22,园门茶寮,20,藕香深处,17,小沧浪馆,1340.98,15.59,25.0,0.9984,1,23.717,0.0,0.25899,0.304445,0.0909,11,6.926,14.718,0.0,25,3.515,8.998,0.0,1,1,1.1093,0.8057
8,22,园门茶寮,19,岁寒草庐,20,藕香深处,1620.8,17.32,29.0,1.3009,1,24.089,0.0,0.259742,0.305196,0.0909,17,4.472,10.424,0.0,29,5.874,13.666,0.0,1,1,1.5305,0.6541
9,22,园门茶寮,20,藕香深处,19,岁寒草庐,1275.77,14.59,24.0,0.9578,1,25.197,0.0,0.277368,0.322823,0.0909,11,6.926,14.718,0.0,24,4.527,10.479,0.0,1,1,1.1093,0.6541
10,22,园门茶寮,21,碧梧台,14,拜石轩,1249.53,14.27,21.0,1.0774,1,27.788,0.0,0.298467,0.331801,0.3333,7,6.928,12.943,0.0,21,3.49,14.845,0.0,1,1,0.8603,1.1772
